Año,Juego,Recomendaciones
2013,S.T.A.L.K.E.R.: Call of Pripyat,1
2013,S.T.A.L.K.E.R.: Shadow of Chernobyl,1
2013,SNOW,1
2013,SONIC THE HEDGEHOG 4 Episode II,1
2013,STAR WARS™ Battlefront™ II,10
2013,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,3
2013,STAR WARS™ Republic Commando,1
2013,STAR WARS™: Knights of the Old Republic™,2
2013,STAR WARS™: The Force Unleashed™ II,1
2013,Sacred Citadel,1
2013,Saints Row 2,3
2013,Saints Row IV,30
2013,Saints Row: The Third,40
2013,Sanctum 2,6
2013,Savant - Ascent,2
2013,Scribblenauts Unlimited,6
2013,Scribblenauts Unmasked,3
2013,Secret of the Magic Crystal,3
2013,Serious Sam 3: BFE,7
2013,Serious Sam Classic: The Second Encounter,1
2013,Serious Sam HD: The First Encounter,1
2013,Shadow Warrior,6
2013,Shadow Warrior Classic (1997),2
2013,Shadow Warrior Classic Redux,1
2013,Shadowrun Returns,3
2013,Shank 2,2
2013,Sid Meier's Civilization III: Complete,1
2013,Sid Meier's Civilization IV,2
2013,Sid Meier's Civilization IV: Beyond the Sword,1
2013,Sid Meier's Civilization V,50
2013,Sins of a Solar Empire: Rebellion,3
2013,"Sir, You Are Being Hunted",3
2013,Skullgirls,6
2013,Sleeping Dogs™,18
2013,Slender: The Arrival,1
2013,Smashmuck Champions,1
2013,Sniper Elite V2,3
2013,Sniper Elite: Nazi Zombie Army,6
2013,Sniper Elite: Nazi Zombie Army 2,1
2013,Sniper Ghost Warrior 2,3
2013,Solar 2,2
2013,Soldier Front 2,10
2013,Solstice Arena,2
2013,Sonic & All-Stars Racing Transformed,18
2013,Sonic Adventure™ 2 ,2
2013,Space Empires V,1
2013,Space Engineers,11
2013,Space Hulk,3
2013,Space Pirates and Zombies,1
2013,SpaceChem,1
2013,Spec Ops: The Line,14
2013,SpeedRunners,6
2013,Spelunky,8
2013,Spiral Knights,35
2013,Splice,1
2013,Spore,3
2013,Spore: Creepy & Cute Parts Pack,1
2013,Star Conflict,4
2013,Star Trek Online,5
2013,StarForge,3
2013,Starbound,95
2013,State of Decay,12
2013,SteamWorld Dig,1
2013,Strike Suit Zero,4
2013,Strong Bad Episode 1: Homestar Ruiner,1
2013,Stronghold Kingdoms,4
2013,Super Amazing Wagon Adventure,2
2013,Super Crate Box,7
2013,Super Hexagon,31
2013,Super House of Dead Ninjas,2
2013,Super Meat Boy,9
2013,Super Monday Night Combat,10
2013,Supreme Commander,1
2013,Supreme Commander 2,1
2013,Supreme Commander: Forged Alliance,1
2013,Surgeon Simulator,24
2013,Tactical Intervention,19
2013,Talisman: Prologue,1
2013,Terraria,137
2013,Tetrobot and Co.,1
2013,The Banner Saga: Factions,1
2013,The Basement Collection,1
2013,The Binding of Isaac,34
2013,The Bridge,1
2013,The Cave,1
2013,The Darkness II,3
2013,The Dead Linger,2
2013,The Elder Scrolls III: Morrowind,2
2013,The Elder Scrolls IV: Oblivion ,1
2013,The Elder Scrolls V: Skyrim,121
2013,The Graveyard,1
2013,The Incredible Adventures of Van Helsing,3
2013,The Last Remnant,1
2013,The Longest Journey,1
2013,The Lord of the Rings: War in the North,4
2013,The Mighty Quest For Epic Loot,3
2013,The Raven - Legacy of a Master Thief,1
2013,The Secret World,2
2013,The Secret of Monkey Island: Special Edition,2
2013,The Ship,2
2013,The Showdown Effect,2
2013,The Sims(TM) 3,3
2013,The Stanley Parable,23
2013,The Swapper,1
2013,The Walking Dead,54
2013,The Walking Dead: Season Two,24
2013,The Walking Dead™: Survival Instinct,1
2013,The Witcher 2: Assassins of Kings Enhanced Edition,5
2013,The Wolf Among Us,11
2013,They Bleed Pixels,1
2013,Thomas Was Alone,6
2013,Tiny Thief,1
2013,Tiny and Big: Grandpa's Leftovers,3
2013,Titan Quest,1
2013,To the Moon,2
2013,Toki Tori 2+,1
2013,Tom Clancy's Ghost Recon Future Soldier,1
2013,Tom Clancy's Rainbow Six: Vegas 2,2
2013,Tom Clancy's Splinter Cell Blacklist,2
2013,Tomb Raider,31
2013,Tomb Raider I,1
2013,Torchlight,4
2013,Torchlight II,22
2013,Total War: ROME II - Emperor Edition,15
2013,Total War: SHOGUN 2,11
2013,TrackMania Nations Forever,2
2013,TrackMania² Stadium,5
2013,Train Simulator,3
2013,Trainz: Murchison 2,1
2013,Trials Evolution Gold Edition,3
2013,Tribes: Ascend,19
2013,Trine,1
2013,Trine 2,8
2013,Tropico 4,2
2013,Two Worlds II,1
2013,Two Worlds: Epic Edition,1
2013,Ultra Street Fighter IV,2
2013,Ultratron,1
2013,Uncharted Waters Online,1
2013,Unepic,3
2013,Universe Sandbox,1
2013,Unreal Tournament 2004,1
2013,Unreal Tournament 3: Black Edition,1
2013,Unstoppable Gorg,1
2013,VVVVVV,1
2013,Verdun,3
2013,Vindictus,1
2013,Viscera Cleanup Detail: Santa's Rampage,7
2013,War Inc. Battlezone,2
2013,War Thunder,41
2013,War of the Roses,5
2013,War of the Vikings,3
2013,Warframe,91
2013,Wargame: AirLand Battle,7
2013,Wargame: European Escalation,2
2013,"Warhammer 40,000 Space Marine",1
2013,"Warhammer 40,000: Dawn of War - Game of the Year Edition",3
2013,"Warhammer® 40,000™: Dawn of War® II",1
2013,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",1
2013,"Warhammer® 40,000™: Dawn of War® II – Retribution™",3
2013,Wasteland 2,1
2013,Wizorb,1
2013,World of Goo,2
2013,Worms Armageddon,1
2013,Worms Clan Wars,2
2013,Worms Reloaded,1
2013,Worms Revolution,2
2013,Wrack,1
2013,X Rebirth,1
2013,X-Blades,1
2013,X-COM: Interceptor,1
2013,XCOM: Enemy Unknown,17
2013,Young Justice: Legacy,1
2013,Ys I,1
2013,Zen Bound® 2,1
2013,Zeno Clash,1
2013,eXceed 3rd - Jade Penetrate Black Package,1
2013,iBomber Defense,1
2013,iBomber Defense Pacific,1
2014,0RBITALIS,1
2014,"10,000,000",2
2014,100% Orange Juice,3
2014,140,3
2014,3079 -- Block Action RPG,2
2014,3089 -- Futuristic Action RPG,2
2014,6180 the moon,2
2014,7 Days to Die,42
2014,8BitMMO,9
2014,9.03m,1
2014,99 Spirits,2
2014,A Bird Story,6
2014,A Story About My Uncle,1
2014,A Virus Named TOM,2
2014,A.R.E.S.,1
2014,ACE - Arena: Cyber Evolution,2
2014,ACE COMBAT™ ASSAULT HORIZON Enhanced Edition,4
2014,AI War: Fleet Command,2
2014,APB Reloaded,38
2014,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1
2014,Ace of Spades,48
2014,Action! - Gameplay Recording and Streaming,2
2014,Advent Rising,1
2014,Adventures of Shuggy,1
2014,Aeon Command,1
2014,Aerena,1
2014,Aerofly FS 1 Flight Simulator,1
2014,Afterfall InSanity - Dirty Arena Edition,1
2014,Afterfall InSanity Extended Edition,1
2014,Afterfall: Reconquest Episode I,1
2014,Agarest: Generations of War,2
2014,Age of Conan: Unchained OLD,1
2014,Age of Empires II: HD Edition,30
2014,Age of Empires® III: Complete Collection,14
2014,Age of Mythology: Extended Edition,10
2014,Age of Wonders III,1
2014,Air Control,1
2014,AirBuccaneers,1
2014,AirMech,28
2014,Airport Simulator 2014,2
2014,Alan Wake,6
2014,Alan Wake's American Nightmare,3
2014,Alice: Madness Returns,3
2014,Alien Rage - Unlimited,1
2014,Alien: Isolation,19
2014,Aliens versus Predator Classic 2000,3
2014,Aliens vs. Predator,5
2014,Aliens: Colonial Marines,1
2014,Alpha Protocol,1
2014,Altitude,2
2014,Always Sometimes Monsters,4
2014,Amazing World,3
2014,America's Army 3,2
2014,America's Army: Proving Grounds,10
2014,Amnesia: A Machine for Pigs,2
2014,Amnesia: The Dark Descent,11
2014,Among the Sleep,4
2014,Analogue: A Hate Story,2
2014,Anarchy Arcade,6
2014,Angry Video Game Nerd Adventures,3
2014,Anna - Extended Edition,2
2014,Anno 2070,7
2014,Anomaly 2,1
2014,Another World,1
2014,Antichamber,16
2014,Aperture Tag: The Paint Gun Testing Initiative,3
2014,ArcheAge,4
2014,Archeblade,12
2014,Arena Wars 2,2
2014,Arma 2,3
2014,Arma 2: DayZ Mod,11
2014,Arma 2: Operation Arrowhead,28
2014,Arma 3,80
2014,Arma: Cold War Assault,4
2014,Ascend: Hand of Kul,7
2014,Assassin's Creed,2
2014,Assassin's Creed Brotherhood,6
2014,Assassin's Creed II,16
2014,Assassin's Creed IV Black Flag,15
2014,Assassin's Creed Liberation,2
2014,Assassin's Creed Revelations,2
2014,Assassin's Creed Unity,13
2014,Assassin's Creed® III,6
2014,Assetto Corsa,8
2014,Astebreed,1
2014,Audiosurf,9
2014,Audiosurf 2,7
2014,Auditorium,1
2014,Aura Kingdom,12
2014,Awesomenauts,71
2014,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,8
2014,BIT.TRIP RUNNER,7
2014,BLOCKADE 3D,3
2014,BRINK,1
2014,Back to the Future: Ep 1 - It's About Time,2
2014,Bad Rats,14
2014,Ballpoint Universe: Infinite,1
2014,Banished,30
2014,Barbie™ Dreamhouse Party™,3
2014,Bastion,28
2014,Batman: Arkham Asylum GOTY Edition,7
2014,Batman: Arkham City GOTY,30
2014,Batman™: Arkham Origins,30
2014,Battle Chess: Game of Kings™,1
2014,Battle Islands,5
2014,Battle Nations,3
2014,Battle vs Chess,1
2014,BattleBlock Theater,83
2014,Battlefield 2,3
2014,Battlefield: Bad Company 2,17
2014,Battlepaths,1
2014,Battlepillars Gold Edition,2
2014,Battlestations: Pacific,1
2014,BeamNG.drive,3
2014,Beasts of Prey,2
2014,Beat Hazard,6
2014,Beatbuddy: Tale of the Guardians,1
2014,Bejeweled 3,1
2014,Beyond Good & Evil,1
2014,Binary Domain,2
2014,BioShock,27
2014,BioShock 2,4
2014,BioShock Infinite,112
2014,Bird Assassin,1
2014,Blacklight: Retribution,51
2014,Blade Kitten,2
2014,Blade Symphony,7
2014,BlazBlue: Calamity Trigger,6
2014,Bleed,3
2014,Block N Load,3
2014,Blockland,9
2014,Blocks That Matter,1
2014,Blockstorm,3
2014,Bloody Good Time,2
2014,Bloody Trapland,3
2014,Bloons TD5,3
2014,Bone: Out from Boneville,1
2014,Boo Bunny Plague,1
2014,Borderlands,8
2014,Borderlands 2,277
2014,Borderlands: The Pre-Sequel,28
2014,Botanicula,1
2014,Bound By Flame,1
2014,Braid,1
2014,Breach & Clear,2
2014,Brick-Force,1
2014,Bridge Constructor,2
2014,Bridge Project,1
2014,Broforce,31
2014,Broken Age,11
2014,Broken Sword 1 - Shadow of the Templars: Director's Cut,1
2014,Brothers - A Tale of Two Sons,22
2014,Brothers in Arms: Hell's Highway,1
2014,Brütal Legend,12
2014,Bulletstorm,2
2014,Bully: Scholarship Edition,11
2014,Burnout Paradise: The Ultimate Box,18
2014,Bus Driver,1
2014,C9,1
2014,CONSORTIUM,1
2014,Call of Duty 2,1
2014,Call of Duty 4: Modern Warfare,6
2014,Call of Duty: Advanced Warfare,18
2014,Call of Duty: Black Ops,13
2014,Call of Duty: Black Ops - OSX,1
2014,Call of Duty: Black Ops II,53
2014,Call of Duty: Ghosts,25
2014,Call of Duty: Modern Warfare 2,28
2014,Call of Duty: Modern Warfare 3,10
2014,Call of Duty: World at War,13
2014,Call of Juarez Gunslinger,14
2014,Canyon Capers,2
2014,Car Mechanic Simulator 2014,2
2014,Cargo! - The quest for gravity,1
2014,Caribbean!,4
2014,Carmageddon: Reincarnation,3
2014,Carnage Racing,4
2014,Carrier Command: Gaea Mission,1
2014,Cars 2,1
2014,Castle Crashers,79
2014,Castle Story,2
2014,Castle of Illusion,1
2014,CastleMiner Z,7
2014,CastleStorm,1
2014,Castlevania: Lords of Shadow 2,1
2014,Catzilla,1
2014,Cave Story+,5
2014,Cavern Kings,3
2014,Champions Online,1
2014,Champions of Regnum,4
2014,Chaos Reborn,1
2014,Chaos on Deponia,1
2014,Chariot,1
2014,Chaser,1
2014,Cherry Tree High Comedy Club,1
2014,Child of Light,6
2014,Chime,1
2014,Chivalry: Medieval Warfare,57
2014,Choice of Robots,1
2014,Circuits,1
2014,Cities XL Platinum,1
2014,Cities in Motion 2,2
2014,City of Steam: Arkadia,3
2014,Clickteam Fusion 2.5,1
2014,Cloudberry Kingdom,1
2014,Color Symphony,2
2014,Coma: Mortuary,1
2014,Combat Arms,7
2014,Command and Conquer 3: Kane's Wrath,1
2014,Command and Conquer 3: Tiberium Wars,2
2014,Command and Conquer: Red Alert 3,1
2014,Company of Heroes,7
2014,Company of Heroes 2,31
2014,Construction-Simulator 2015,1
2014,Contagion,27
2014,Continue?9876543210,1
2014,Contraption Maker,1
2014,Contrast,5
2014,"Cook, Serve, Delicious!",5
2014,Corporate Lifestyle Simulator,1
2014,Cortex Command,4
2014,Cosmic DJ,2
2014,Cosmochoria,1
2014,Costume Quest,1
2014,Counter-Strike,20
2014,Counter-Strike Nexon: Zombies,7
2014,Counter-Strike: Condition Zero,2
2014,Counter-Strike: Global Offensive,958
2014,Counter-Strike: Source,90
2014,Craft The World,3
2014,Crawl,3
2014,Crazy Taxi,3
2014,Creativerse,1
2014,Creeper World 3: Arc Eternal,1
2014,CrimeCraft GangWars,1
2014,Critter Crunch,1
2014,Crusader Kings II,19
2014,Cry of Fear,32
2014,Crypt of the NecroDancer,4
2014,Crysis,3
2014,Crysis 2 Maximum Edition,7
2014,Cthulhu Saves the World ,1
2014,Cubemen,1
2014,Cubic Castles,3
2014,DARK SOULS™ II,42
2014,DCS World,1
2014,DEFCON,3
2014,DLC Quest,10
2014,DOOM 3: BFG Edition,2
2014,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,4
2014,Damned,2
2014,Dark Souls: Prepare to Die Edition,33
2014,Darkest Hour: Europe '44-'45,1
2014,Darksiders,1
2014,Darksiders II,2
2014,Darkwind: War on Wheels,1
2014,Darkwood,1
2014,Day of Defeat,1
2014,Day of Defeat: Source,7
2014,DayZ,296
2014,Daylight,1
2014,Dead Bits,4
2014,Dead Effect,1
2014,Dead Island,17
2014,Dead Island Riptide,14
2014,Dead Island: Epidemic,53
2014,Dead Pixels,3
2014,Dead Rising 2,2
2014,Dead Rising 2: Off the Record,1
2014,Dead Rising 3,11
2014,Dead Space,4
2014,Dead State,2
2014,DeadCore,1
2014,Deadfall Adventures,1
2014,Deadlight,11
2014,Dear Esther,3
2014,Deathmatch Classic,1
2014,Defender's Quest: Valley of the Forgotten,1
2014,Defense Grid 2,5
2014,Defense Grid: The Awakening,1
2014,Defiance,23
2014,Defy Gravity,7
2014,Delver,4
2014,Dementium II HD,1
2014,Democracy 3,14
2014,"Demolition, Inc.",1
2014,Depression Quest,7
2014,Depth,9
2014,Desktop Dungeons,2
2014,Detective Grimoire,1
2014,Dethroned!,3
2014,Deus Ex: Game of the Year Edition,6
2014,Deus Ex: Human Revolution - Director's Cut,14
2014,Deus Ex: The Fall,3
2014,Devil May Cry 3: Special Edition,1
2014,Devil May Cry 4,3
2014,DiRT 3,3
2014,DiRT Showdown,1
2014,Dinner Date,2
2014,Dino D-Day,17
2014,Dishonored,42
2014,Disney Infinity 2.0,1
2014,Disney Universe,1
2014,Disney Winnie the Pooh,1
2014,Distance,2
2014,Divekick,2
2014,Divine Souls,3
2014,Divinity: Original Sin (Classic),11
2014,Dizzel,2
2014,DmC Devil May Cry,2
2014,Doctor Who: The Adventure Games,1
2014,Dogs of War Online - Beta,2
2014,Don Bradman Cricket 14,1
2014,Don't Starve,88
2014,Don't Starve Together,16
2014,Door Kickers,4
2014,Double Action: Boogaloo,17
2014,Double Dragon Neon,2
2014,Dragon Age: Origins,2
2014,Dragon Age: Origins - Ultimate Edition,8
2014,Dragon Nest,6
2014,Dragons and Titans,4
2014,Draw a Stickman: EPIC,1
2014,Dream,2
2014,Dreamfall Chapters,2
2014,Driftmoon,1
2014,Driver San Francisco,6
2014,Drunken Robot Pornography,3
2014,DubWars,1
2014,DuckTales Remastered,2
2014,Duke Nukem 3D: Megaton Edition,8
2014,Duke Nukem Forever,5
2014,Dungeon Defenders,13
2014,Dungeon Defenders Eternity,3
2014,Dungeon Defenders II,3
2014,Dungeon of the Endless,4
2014,Dungeonland,4
2014,Dungeons & Dragons Online®,2
2014,Dungeons of Dredmor,3
2014,Dust: An Elysian Tail,23
2014,Dustforce,2
2014,Dwarfs F2P,11
2014,Dysfunctional Systems: Learning to Manage Chaos,3
2014,Dystopia,1
2014,E.Y.E: Divine Cybermancy,4
2014,EDGE,1
2014,ENSLAVED™: Odyssey to the West™ Premium Edition,3
2014,EPOCH,1
2014,Eador. Masters of the Broken World,1
2014,Earth Defense Force: Insect Armageddon,1
2014,Earth: Year 2066,1
2014,Edge of Space,5
2014,Eets Munchies,1
2014,Eldevin,4
2014,Eldritch,2
2014,Electronic Super Joy,8
2014,Elsword,9
2014,Empire: Total War,9
2014,Enclave,3
2014,Endless Legend,8
2014,Endless Space,3
2014,Enforcer: Police Crime Action,2
2014,Epic Battle Fantasy 4,5
2014,Epigenesis,2
2014,Eryi's Action,5
2014,Escape Dead Island,1
2014,Eufloria HD,1
2014,Euro Truck Simulator,2
2014,Euro Truck Simulator 2,49
2014,Europa Universalis IV,19
2014,Everlasting Summer,10
2014,Eversion ,1
2014,Evil Genius,1
2014,Evoland,6
2014,Evolve Stage 2,10
2014,Explodemon,1
2014,F.E.A.R.,2
2014,F.E.A.R. 3,3
2014,F1 2013,6
2014,F1 2014,1
2014,FATE,1
2014,FEZ,16
2014,FINAL FANTASY III,1
2014,FINAL FANTASY IV,1
2014,FINAL FANTASY VII,8
2014,FINAL FANTASY VIII,4
2014,FINAL FANTASY XIII,5
2014,FINAL FANTASY XIII-2,1
2014,FINAL FANTASY XIV: A Realm Reborn,2
2014,FIST OF AWESOME,2
2014,FTL: Faster Than Light,60
2014,Fable - The Lost Chapters,7
2014,Fable Anniversary,6
2014,FaceRig,7
2014,Fading Hearts,2
2014,Faerie Solitaire,2
2014,Fallen Earth,9
2014,Fallout,2
2014,Fallout 2,2
2014,Fallout 3,9
2014,Fallout 3 - Game of the Year Edition,16
2014,Fallout: New Vegas,56
2014,Family Guy™: Back to the Multiverse,2
2014,Far Cry,1
2014,Far Cry 2,4
2014,Far Cry 4,9
2014,Far Cry® 3,51
2014,Far Cry® 3 Blood Dragon,10
2014,FarSky,7
2014,Farm for your Life,1
2014,Farming Simulator 15,9
2014,Farming Simulator 2013,5
2014,Feeding Frenzy 2: Shipwreck Showdown Deluxe,2
2014,Fiesta Online NA,1
2014,Final Exam,1
2014,Final Rush,1
2014,Finding Teddy,2
2014,Finn and Jake's Epic Quest,1
2014,Firefall,18
2014,Firefighters 2014,1
2014,Fistful of Frags,69
2014,Five Nights at Freddy's,46
2014,Five Nights at Freddy's 2,27
2014,Flashout 2,1
2014,FlatOut,1
2014,FlatOut 2,3
2014,FlatOut: Ultimate Carnage,1
2014,Floating Point,8
2014,Flower Shop: Summer In Fairbrook,1
2014,FootLOL: Epic Fail League,2
2014,Football Manager 2014,5
2014,Football Manager 2015,2
2014,Football Superstars,2
2014,Forge,5
2014,Forge Quest,2
2014,Fork Parker's Holiday Profit Hike,1
2014,Forsaken World ,3
2014,Foul Play,1
2014,Fractured Space,2
2014,Freddi Fish 3: The Case of the Stolen Conch Shell,1
2014,Freddi Fish and The Case of the Missing Kelp Seeds,1
2014,Free to Play,48
2014,Freedom Force,1
2014,Freedom Planet,4
2014,From Dust,1
2014,Frontlines: Fuel of War,1
2014,Frozen Synapse,6
2014,Full Mojo Rampage,1
2014,Future Wars,1
2014,GEARCRACK Arena,5
2014,GRID,1
2014,GRID 2,10
2014,GRID Autosport,1
2014,Galactic Civilizations II: Ultimate Edition,1
2014,Galcon 2,2
2014,Game Dev Tycoon,39
2014,Game of Thrones ,1
2014,Game of Thrones - A Telltale Games Series,5
2014,GameMaker: Studio,6
2014,Gang Beasts,4
2014,Gardens Inc. – From Rakes to Riches,1
2014,Garry's Mod,690
2014,Gas Guzzlers Extreme,1
2014,Gauntlet™ ,5
2014,Gear Up,3
2014,Gems of War,2
2014,Geometry Dash,2
2014,Geometry Wars: Retro Evolved,4
2014,Get Off My Lawn!,1
2014,Ghostbusters: The Video Game,2
2014,Glitchspace,1
2014,Global Agenda,2
2014,Gnomoria,2
2014,Go! Go! Nippon! ~My First Trip to Japan~,6
2014,Goat Simulator,176
2014,God Mode,3
2014,Gods Will Be Watching,2
2014,Gods vs Humans,1
2014,Godus,5
2014,Gomo,1
2014,Gone Home,17
2014,Gorky 17,1
2014,Gotham City Impostors: Free To Play,37
2014,Gothic II: Gold Edition,1
2014,Grand Ages: Rome,2
2014,Grand Chase,1
2014,Grand Theft Auto III,2
2014,Grand Theft Auto IV,38
2014,Grand Theft Auto: Episodes from Liberty City,3
2014,Grand Theft Auto: San Andreas,15
2014,Grand Theft Auto: Vice City,6
2014,Grim Dawn,1
2014,Grimm,3
2014,Guacamelee! Gold Edition,9
2014,Gun Monkeys,7
2014,GunZ 2: The Second Duel,28
2014,Guncraft,2
2014,Gunman Clive,2
2014,Gunpoint,27
2014,Guns and Robots,1
2014,Guns of Icarus Online,37
2014,HAWKEN,64
2014,Hack 'n' Slash,1
2014,Hacker Evolution,1
2014,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,5
2014,Half-Life,21
2014,Half-Life 2,75
2014,Half-Life 2: Deathmatch,1
2014,Half-Life 2: Episode One,3
2014,Half-Life 2: Episode Two,7
2014,Half-Life 2: Lost Coast,4
2014,Half-Life: Opposing Force,1
2014,Half-Life: Source,3
2014,Halo: Spartan Assault,13
2014,Hammerfight,2
2014,Hammerwatch,6
2014,Hand of Fate,2
2014,Happy Wars,3
2014,Hard Reset,2
2014,Hardland,1
2014,Hatoful Boyfriend,1
2014,Haunted Memories,7
2014,Hazard Ops,1
2014,Hearts of Iron III,5
2014,Heavy Bullets,1
2014,Hero Academy,1
2014,Hero Siege,5
2014,Hero of the Kingdom,1
2014,Heroes & Generals,52
2014,Heroes Rise: The Prodigy,1
2014,Heroine's Quest: The Herald of Ragnarok,2
2014,Hexcells,1
2014,Hexcells Plus,1
2014,Hippocampal: The White Sofa,1
2014,Hitman: Absolution,27
2014,Hitman: Blood Money,2
2014,Hitman: Sniper Challenge,2
2014,Home,1
2014,Homefront,3
2014,Hotline Miami,41
2014,"House of 1,000 Doors - Family Secrets",1
2014,How to Survive,12
2014,I am Bread,4
2014,IL-2 Sturmovik: 1946,3
2014,Indie Game: The Movie,2
2014,Infectonator : Survivors,2
2014,Infestation: Survivor Stories Classic,27
2014,Infested Planet,1
2014,Infinity Wars - Animated Trading Card Game,4
2014,Influent,3
2014,Injustice: Gods Among Us Ultimate Edition,7
2014,Insecticide Part 1,2
2014,Insurgency,77
2014,Interplanetary,3
2014,Interstellar Marines,10
2014,"Invisible, Inc.",2
2014,Iron Sky Invasion,1
2014,Ittle Dew,1
2014,Jack Keane,1
2014,Jagged Alliance Flashback,1
2014,Jagged Alliance Online - Steam Edition,1
2014,Jazzpunk,12
2014,Jet Set Radio,1
2014,Jets'n'Guns Gold,1
2014,Journey of a Roach,1
2014,Just Cause,2
2014,Just Cause 2,64
2014,Kenshi,3
2014,Kerbal Space Program,58
2014,Killer is Dead,1
2014,Killing Floor,122
2014,Kinetic Void,2
2014,King Arthur's Gold,11
2014,Kingdom Rush,11
2014,Kingdom Wars,2
2014,Kingdoms Rise,2
2014,Kingdoms of Amalur: Reckoning™,7
2014,Kings of Kung Fu,1
2014,King’s Bounty: Legions,2
2014,Knights of Pen and Paper +1,3
2014,Kung Fu Strike: The Warrior's Rise,1
2014,L.A. Noire,2
2014,LEGO Batman 2,2
2014,LEGO Batman: The Videogame,2
2014,LEGO® Batman™ 3: Beyond Gotham,2
2014,LEGO® MARVEL Super Heroes,21
2014,LEGO® Star Wars™: The Complete Saga,1
2014,LEGO® The Hobbit™,1
2014,LEGO® The Lord of the Rings™,3
2014,LIMBO,7
2014,LUFTRAUSERS,6
2014,LYNE,4
2014,La Tale,2
2014,Lambda Wars Beta,3
2014,Landmark,3
2014,Lara Croft and the Temple of Osiris,1
2014,Larva Mortus,1
2014,Left 4 Dead,9
2014,Left 4 Dead 2,254
2014,Legend of Dungeon,6
2014,Legend of Grimrock,2
2014,Legendary,3
2014,Legends of Aethereus,1
2014,Let's Sing,1
2014,Lethal League,11
2014,Lichdom: Battlemage,6
2014,Life Goes On,1
2014,Life is Feudal: Your Own,9
2014,Lifeless Planet,1
2014,Lili: Child of Geos,1
2014,Little Inferno,7
2014,Loadout,258
2014,Loadout Campaign Beta,2
2014,Loadout Steam Launch Starter Pack,2
2014,LogicBots,1
2014,Long Live The Queen,7
2014,Lords Of The Fallen,1
2014,Loren The Amazon Princess,1
2014,Lost Planet 2,1
2014,Lost Planet 3,2
2014,Love,3
2014,Lovely Planet,4
2014,Lucius,2
2014,MAGIX PC Check & Tuning 2015,2
2014,METAL GEAR RISING: REVENGEANCE,15
2014,METAL GEAR SOLID V: GROUND ZEROES,8
2014,METAL SLUG 3,12
2014,MURDERED: SOUL SUSPECT™,2
2014,MX vs. ATV Reflex,3
2014,Mabinogi,1
2014,Machinarium,1
2014,Mafia II,13
2014,Magic 2014 ,6
2014,Magic 2015,3
2014,Magic: The Gathering - Duels of the Planeswalkers 2013,1
2014,Magic: The Gathering — Duels of the Planeswalkers 2012,2
2014,Magicite,27
2014,Magicka,34
2014,Magicka: Wizard Wars,15
2014,Maia,1
2014,MapleStory,7
2014,Marauder,1
2014,March of War,6
2014,Mark of the Ninja,15
2014,Marlow Briggs,2
2014,Mars: War Logs,1
2014,Marvel Heroes 2016,11
2014,Marvel Puzzle Quest,3
2014,Mass Effect,6
2014,Mass Effect 2,3
2014,Max Gentlemen,8
2014,Max Payne,1
2014,Max Payne 3,18
2014,Max: The Curse of Brotherhood,1
2014,McPixel,6
2014,Mechanic Escape,1
2014,Medal of Honor(TM) Single Player,3
2014,Medal of Honor: Airborne,4
2014,Medieval II: Total War,5
2014,Megabyte Punch,1
2014,Melody's Escape,5
2014,Memories of a Vagabond,1
2014,Men of War: Assault Squad,5
2014,Men of War: Assault Squad 2,2
2014,Mercenary Kings,1
2014,Meridian: New World,1
2014,Metro 2033,10
2014,Metro 2033 Redux,2
2014,Metro: Last Light,25
2014,Metro: Last Light Redux,1
2014,MicroVolts Surge,8
2014,Microsoft Flight Simulator X: Steam Edition,3
2014,Middle-earth: Shadow of Mordor,50
2014,Might & Magic X - Legacy ,2
2014,Might & Magic: Duel of Champions,8
2014,MindTex,1
2014,Mini Metro,2
2014,Minimum,5
2014,Mirror's Edge,30
2014,MirrorMoon EP,3
2014,Monaco,25
2014,Monster Loves You!,2
2014,Moonbase Alpha,19
2014,Mordheim: City of the Damned,1
2014,Mortal Kombat Komplete Edition,8
2014,Mount & Blade,1
2014,Mount & Blade: Warband,75
2014,Mount & Blade: With Fire and Sword,3
2014,Mount Your Friends,6
2014,Mountain,13
2014,Ms. Splosion Man,1
2014,Murder Miners,4
2014,Music Creator 6 Touch,1
2014,My Lands,1
2014,My Riding Stables: Life with Horses,1
2014,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,21
2014,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,6
2014,NASCAR '14,1
2014,NBA 2K14,5
2014,NBA 2K15,1
2014,NEKOPARA Vol. 1,1
2014,NEO Scavenger,4
2014,NEOTOKYO°,3
2014,NaissanceE,1
2014,Nancy Drew: Legend of the Crystal Skull ,1
2014,Nancy Drew: The White Wolf of Icicle Creek,1
2014,Napoleon: Total War,10
2014,Narcissu 1st & 2nd,7
2014,Nation Red,2
2014,Natural Selection 2,21
2014,NecroVisioN,1
2014,Need for Speed: Hot Pursuit,4
2014,Nether,24
